chain_id,thread_id,user_a,user_b,i_idx,j_idx,lag,id_x,id_y,user_x,user_y,pair_type,tokens_x,tokens_y,H,H_per_token,sigma,model,max_tokens
60,247,556,199,0,1,1,652,655,556,199,interpersonal,67,67,17.314148,0.258420,0.3,bert-base-uncased,256
60,247,556,199,0,2,2,652,660,556,556,intrapersonal,67,82,17.915791,0.267400,0.3,bert-base-uncased,256
60,247,556,199,0,3,3,652,711,556,199,interpersonal,67,78,18.757523,0.279963,0.3,bert-base-uncased,256
60,247,556,199,1,2,1,655,660,199,556,interpersonal,67,82,16.141247,0.240914,0.3,bert-base-uncased,256
60,247,556,199,1,3,2,655,711,199,199,intrapersonal,67,78,19.212168,0.286749,0.3,bert-base-uncased,256
60,247,556,199,2,3,1,660,711,556,199,interpersonal,82,78,22.324238,0.272247,0.3,bert-base-uncased,256
61,247,608,576,0,1,1,897,901,608,576,interpersonal,38,134,9.717546,0.255725,0.3,bert-base-uncased,256
61,247,608,576,0,2,2,897,964,608,608,intrapersonal,38,48,8.194545,0.215646,0.3,bert-base-uncased,256
61,247,608,576,1,2,1,901,964,576,608,interpersonal,134,48,40.113255,0.299353,0.3,bert-base-uncased,256
62,247,655,456,0,1,1,1365,1366,655,456,interpersonal,43,54,10.673694,0.248225,0.3,bert-base-uncased,256
62,247,655,456,0,2,2,1365,1559,655,655,intrapersonal,43,57,12.342012,0.287024,0.3,bert-base-uncased,256
62,247,655,456,1,2,1,1366,1559,456,655,interpersonal,54,57,15.368700,0.284606,0.3,bert-base-uncased,256
63,247,200,138,0,1,1,265,320,200,138,interpersonal,100,112,25.688364,0.256884,0.3,bert-base-uncased,256
63,247,200,138,0,2,2,265,421,200,200,intrapersonal,100,86,27.881428,0.278814,0.3,bert-base-uncased,256
63,247,200,138,1,2,1,320,421,138,200,interpersonal,112,86,29.789009,0.265973,0.3,bert-base-uncased,256
64,247,556,199,0,1,1,652,655,556,199,interpersonal,67,67,17.314148,0.258420,0.3,bert-base-uncased,256
64,247,556,199,0,2,2,652,660,556,556,intrapersonal,67,82,17.915791,0.267400,0.3,bert-base-uncased,256
64,247,556,199,0,3,3,652,711,556,199,interpersonal,67,78,18.757523,0.279963,0.3,bert-base-uncased,256
64,247,556,199,1,2,1,655,660,199,556,interpersonal,67,82,16.141247,0.240914,0.3,bert-base-uncased,256
64,247,556,199,1,3,2,655,711,199,199,intrapersonal,67,78,19.212168,0.286749,0.3,bert-base-uncased,256
64,247,556,199,2,3,1,660,711,556,199,interpersonal,82,78,22.324238,0.272247,0.3,bert-base-uncased,256
65,247,608,576,0,1,1,897,901,608,576,interpersonal,38,134,9.717546,0.255725,0.3,bert-base-uncased,256
65,247,608,576,0,2,2,897,964,608,608,intrapersonal,38,48,8.194545,0.215646,0.3,bert-base-uncased,256
65,247,608,576,1,2,1,901,964,576,608,interpersonal,134,48,40.113255,0.299353,0.3,bert-base-uncased,256
66,247,1057,359,0,1,1,1369,1370,1057,359,interpersonal,49,56,13.836759,0.282383,0.3,bert-base-uncased,256
66,247,1057,359,0,2,2,1369,1446,1057,1057,intrapersonal,49,76,13.434938,0.274182,0.3,bert-base-uncased,256
66,247,1057,359,1,2,1,1370,1446,359,1057,interpersonal,56,76,14.950303,0.266970,0.3,bert-base-uncased,256
67,247,200,138,0,1,1,265,320,200,138,interpersonal,100,112,25.688364,0.256884,0.3,bert-base-uncased,256
67,247,200,138,0,2,2,265,421,200,200,intrapersonal,100,86,27.881428,0.278814,0.3,bert-base-uncased,256
67,247,200,138,1,2,1,320,421,138,200,interpersonal,112,86,29.789009,0.265973,0.3,bert-base-uncased,256
68,247,556,199,0,1,1,652,655,556,199,interpersonal,67,67,17.314148,0.258420,0.3,bert-base-uncased,256
68,247,556,199,0,2,2,652,660,556,556,intrapersonal,67,82,17.915791,0.267400,0.3,bert-base-uncased,256
68,247,556,199,1,2,1,655,660,199,556,interpersonal,67,82,16.141247,0.240914,0.3,bert-base-uncased,256
69,247,556,258,0,1,1,660,665,556,258,interpersonal,82,86,20.268322,0.247175,0.3,bert-base-uncased,256
69,247,556,258,0,2,2,660,757,556,556,intrapersonal,82,57,22.762388,0.277590,0.3,bert-base-uncased,256
69,247,556,258,1,2,1,665,757,258,556,interpersonal,86,57,24.946781,0.290079,0.3,bert-base-uncased,256
70,247,200,138,0,1,1,265,320,200,138,interpersonal,100,112,25.688364,0.256884,0.3,bert-base-uncased,256
70,247,200,138,0,2,2,265,421,200,200,intrapersonal,100,86,27.881428,0.278814,0.3,bert-base-uncased,256
70,247,200,138,1,2,1,320,421,138,200,interpersonal,112,86,29.789009,0.265973,0.3,bert-base-uncased,256
71,247,556,199,0,1,1,652,655,556,199,interpersonal,67,67,17.314148,0.258420,0.3,bert-base-uncased,256
71,247,556,199,0,2,2,652,660,556,556,intrapersonal,67,82,17.915791,0.267400,0.3,bert-base-uncased,256
71,247,556,199,1,2,1,655,660,199,556,interpersonal,67,82,16.141247,0.240914,0.3,bert-base-uncased,256
72,247,556,258,0,1,1,660,665,556,258,interpersonal,82,86,20.268322,0.247175,0.3,bert-base-uncased,256
72,247,556,258,0,2,2,660,757,556,556,intrapersonal,82,57,22.762388,0.277590,0.3,bert-base-uncased,256
72,247,556,258,1,2,1,665,757,258,556,interpersonal,86,57,24.946781,0.290079,0.3,bert-base-uncased,256
73,247,200,138,0,1,1,265,320,200,138,interpersonal,100,112,25.688364,0.256884,0.3,bert-base-uncased,256
73,247,200,138,0,2,2,265,421,200,200,intrapersonal,100,86,27.881428,0.278814,0.3,bert-base-uncased,256
73,247,200,138,1,2,1,320,421,138,200,interpersonal,112,86,29.789009,0.265973,0.3,bert-base-uncased,256
74,247,200,138,0,1,1,265,320,200,138,interpersonal,100,112,25.688364,0.256884,0.3,bert-base-uncased,256
74,247,200,138,0,2,2,265,420,200,200,intrapersonal,100,97,26.059471,0.260595,0.3,bert-base-uncased,256
74,247,200,138,1,2,1,320,420,138,200,interpersonal,112,97,25.797359,0.230334,0.3,bert-base-uncased,256
75,247,200,384,0,1,1,420,422,200,384,interpersonal,97,105,21.951454,0.226304,0.3,bert-base-uncased,256
75,247,200,384,0,2,2,420,482,200,200,intrapersonal,97,92,24.984003,0.257567,0.3,bert-base-uncased,256
75,247,200,384,1,2,1,422,482,384,200,interpersonal,105,92,26.057610,0.248168,0.3,bert-base-uncased,256
76,284,199,80,0,1,1,299,300,199,80,interpersonal,254,254,59.837139,0.235579,0.3,bert-base-uncased,256
76,284,199,80,0,2,2,299,379,199,199,intrapersonal,254,231,56.252831,0.221468,0.3,bert-base-uncased,256
76,284,199,80,1,2,1,300,379,80,199,interpersonal,254,231,61.191082,0.240910,0.3,bert-base-uncased,256
77,284,199,80,0,1,1,299,300,199,80,interpersonal,254,254,59.837139,0.235579,0.3,bert-base-uncased,256
77,284,199,80,0,2,2,299,379,199,199,intrapersonal,254,231,56.252831,0.221468,0.3,bert-base-uncased,256
77,284,199,80,1,2,1,300,379,80,199,interpersonal,254,231,61.191082,0.240910,0.3,bert-base-uncased,256
78,292,130,243,0,1,1,292,296,130,243,interpersonal,254,153,70.333405,0.276903,0.3,bert-base-uncased,256
78,292,130,243,0,2,2,292,316,130,130,intrapersonal,254,190,70.639748,0.278109,0.3,bert-base-uncased,256
78,292,130,243,1,2,1,296,316,243,130,interpersonal,153,190,44.015190,0.287681,0.3,bert-base-uncased,256
79,292,227,111,0,1,1,298,337,227,111,interpersonal,213,188,56.678528,0.266096,0.3,bert-base-uncased,256
79,292,227,111,0,2,2,298,389,227,227,intrapersonal,213,130,60.112392,0.282218,0.3,bert-base-uncased,256
79,292,227,111,1,2,1,337,389,111,227,interpersonal,188,130,51.182617,0.272248,0.3,bert-base-uncased,256
80,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
80,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
80,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
81,365,348,129,0,1,1,625,645,348,129,interpersonal,72,63,22.112061,0.307112,0.3,bert-base-uncased,256
81,365,348,129,0,2,2,625,752,348,348,intrapersonal,72,102,22.016211,0.305781,0.3,bert-base-uncased,256
81,365,348,129,1,2,1,645,752,129,348,interpersonal,63,102,18.716299,0.297084,0.3,bert-base-uncased,256
82,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
82,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
82,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
83,365,348,129,0,1,1,625,645,348,129,interpersonal,72,63,22.112061,0.307112,0.3,bert-base-uncased,256
83,365,348,129,0,2,2,625,752,348,348,intrapersonal,72,102,22.016211,0.305781,0.3,bert-base-uncased,256
83,365,348,129,1,2,1,645,752,129,348,interpersonal,63,102,18.716299,0.297084,0.3,bert-base-uncased,256
84,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
84,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
84,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
85,365,348,129,0,1,1,625,645,348,129,interpersonal,72,63,22.112061,0.307112,0.3,bert-base-uncased,256
85,365,348,129,0,2,2,625,752,348,348,intrapersonal,72,102,22.016211,0.305781,0.3,bert-base-uncased,256
85,365,348,129,1,2,1,645,752,129,348,interpersonal,63,102,18.716299,0.297084,0.3,bert-base-uncased,256
86,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
86,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
86,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
87,365,348,129,0,1,1,625,645,348,129,interpersonal,72,63,22.112061,0.307112,0.3,bert-base-uncased,256
87,365,348,129,0,2,2,625,752,348,348,intrapersonal,72,102,22.016211,0.305781,0.3,bert-base-uncased,256
87,365,348,129,1,2,1,645,752,129,348,interpersonal,63,102,18.716299,0.297084,0.3,bert-base-uncased,256
88,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
88,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
88,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
89,365,348,129,0,1,1,625,645,348,129,interpersonal,72,63,22.112061,0.307112,0.3,bert-base-uncased,256
89,365,348,129,0,2,2,625,752,348,348,intrapersonal,72,102,22.016211,0.305781,0.3,bert-base-uncased,256
89,365,348,129,1,2,1,645,752,129,348,interpersonal,63,102,18.716299,0.297084,0.3,bert-base-uncased,256
90,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
90,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
90,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
91,365,129,436,0,1,1,645,647,129,436,interpersonal,63,63,16.115456,0.255801,0.3,bert-base-uncased,256
91,365,129,436,0,2,2,645,706,129,129,intrapersonal,63,68,18.287672,0.290281,0.3,bert-base-uncased,256
91,365,129,436,1,2,1,647,706,436,129,interpersonal,63,68,16.934153,0.268796,0.3,bert-base-uncased,256
92,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
92,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
92,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
93,365,129,436,0,1,1,645,647,129,436,interpersonal,63,63,16.115456,0.255801,0.3,bert-base-uncased,256
93,365,129,436,0,2,2,645,706,129,129,intrapersonal,63,68,18.287672,0.290281,0.3,bert-base-uncased,256
93,365,129,436,1,2,1,647,706,436,129,interpersonal,63,68,16.934153,0.268796,0.3,bert-base-uncased,256
94,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
94,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
94,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
95,365,129,436,0,1,1,645,647,129,436,interpersonal,63,63,16.115456,0.255801,0.3,bert-base-uncased,256
95,365,129,436,0,2,2,645,706,129,129,intrapersonal,63,68,18.287672,0.290281,0.3,bert-base-uncased,256
95,365,129,436,1,2,1,647,706,436,129,interpersonal,63,68,16.934153,0.268796,0.3,bert-base-uncased,256
96,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
96,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
96,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
97,365,556,576,0,1,1,651,810,556,576,interpersonal,89,112,26.468996,0.297404,0.3,bert-base-uncased,256
97,365,556,576,0,2,2,651,937,556,556,intrapersonal,89,114,25.976017,0.291865,0.3,bert-base-uncased,256
97,365,556,576,1,2,1,810,937,576,556,interpersonal,112,114,3.641254,0.032511,0.3,bert-base-uncased,256
98,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
98,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
98,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
99,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
99,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
99,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
100,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
100,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
100,365,556,199,0,3,3,651,712,556,199,interpersonal,89,93,24.439878,0.274605,0.3,bert-base-uncased,256
100,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
100,365,556,199,1,3,2,656,712,199,199,intrapersonal,120,93,30.564186,0.254702,0.3,bert-base-uncased,256
100,365,556,199,2,3,1,663,712,556,199,interpersonal,113,93,29.149693,0.257962,0.3,bert-base-uncased,256
101,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
101,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
101,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
102,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
102,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
102,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
103,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
103,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
103,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
104,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
104,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
104,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
105,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
105,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
105,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
106,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
106,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
106,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
107,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
107,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
107,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
108,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
108,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
108,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
109,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
109,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
109,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
110,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
110,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
110,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
111,365,531,683,0,1,1,734,737,531,683,interpersonal,77,96,16.231657,0.210801,0.3,bert-base-uncased,256
111,365,531,683,0,2,2,734,776,531,531,intrapersonal,77,105,20.663141,0.268352,0.3,bert-base-uncased,256
111,365,531,683,1,2,1,737,776,683,531,interpersonal,96,105,26.749743,0.278643,0.3,bert-base-uncased,256
112,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
112,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
112,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
113,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
113,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
113,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
114,365,531,683,0,1,1,734,737,531,683,interpersonal,77,96,16.231657,0.210801,0.3,bert-base-uncased,256
114,365,531,683,0,2,2,734,776,531,531,intrapersonal,77,105,20.663141,0.268352,0.3,bert-base-uncased,256
114,365,531,683,1,2,1,737,776,683,531,interpersonal,96,105,26.749743,0.278643,0.3,bert-base-uncased,256
115,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
115,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
115,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
116,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
116,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
116,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
117,365,531,683,0,1,1,734,737,531,683,interpersonal,77,96,16.231657,0.210801,0.3,bert-base-uncased,256
117,365,531,683,0,2,2,734,776,531,531,intrapersonal,77,105,20.663141,0.268352,0.3,bert-base-uncased,256
117,365,531,683,1,2,1,737,776,683,531,interpersonal,96,105,26.749743,0.278643,0.3,bert-base-uncased,256
118,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
118,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
118,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
119,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
119,365,556,199,0,2,2,651,663,556,556,intrapersonal,89,113,23.832726,0.267783,0.3,bert-base-uncased,256
119,365,556,199,1,2,1,656,663,199,556,interpersonal,120,113,27.964138,0.233034,0.3,bert-base-uncased,256
120,365,531,683,0,1,1,734,737,531,683,interpersonal,77,96,16.231657,0.210801,0.3,bert-base-uncased,256
120,365,531,683,0,2,2,734,776,531,531,intrapersonal,77,105,20.663141,0.268352,0.3,bert-base-uncased,256
120,365,531,683,1,2,1,737,776,683,531,interpersonal,96,105,26.749743,0.278643,0.3,bert-base-uncased,256
121,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
121,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
121,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
122,365,556,199,0,1,1,651,656,556,199,interpersonal,89,120,20.874800,0.234548,0.3,bert-base-uncased,256
122,365,556,199,0,2,2,651,662,556,556,intrapersonal,89,79,23.267368,0.261431,0.3,bert-base-uncased,256
122,365,556,199,0,3,3,651,710,556,199,interpersonal,89,82,26.418711,0.296839,0.3,bert-base-uncased,256
122,365,556,199,1,2,1,656,662,199,556,interpersonal,120,79,31.019293,0.258494,0.3,bert-base-uncased,256
122,365,556,199,1,3,2,656,710,199,199,intrapersonal,120,82,34.799778,0.289998,0.3,bert-base-uncased,256
122,365,556,199,2,3,1,662,710,556,199,interpersonal,79,82,22.927416,0.290220,0.3,bert-base-uncased,256
123,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
123,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
123,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
124,365,348,344,0,1,1,625,629,348,344,interpersonal,72,63,20.346689,0.282593,0.3,bert-base-uncased,256
124,365,348,344,0,2,2,625,638,348,348,intrapersonal,72,73,22.069078,0.306515,0.3,bert-base-uncased,256
124,365,348,344,1,2,1,629,638,344,348,interpersonal,63,73,19.341526,0.307008,0.3,bert-base-uncased,256
125,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
125,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
125,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
126,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
126,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
126,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
127,365,348,54,0,1,1,563,567,348,54,interpersonal,105,66,32.152256,0.306212,0.3,bert-base-uncased,256
127,365,348,54,0,2,2,563,625,348,348,intrapersonal,105,72,33.838570,0.322272,0.3,bert-base-uncased,256
127,365,348,54,1,2,1,567,625,54,348,interpersonal,66,72,17.234900,0.261135,0.3,bert-base-uncased,256
128,365,554,134,0,1,1,696,700,554,134,interpersonal,84,68,23.207081,0.276275,0.3,bert-base-uncased,256
128,365,554,134,0,2,2,696,796,554,554,intrapersonal,84,109,22.081743,0.262878,0.3,bert-base-uncased,256
128,365,554,134,1,2,1,700,796,134,554,interpersonal,68,109,18.670645,0.274568,0.3,bert-base-uncased,256
129,365,359,161,0,1,1,373,375,359,161,interpersonal,88,66,23.410912,0.266033,0.3,bert-base-uncased,256
129,365,359,161,0,2,2,373,451,359,359,intrapersonal,88,98,26.676487,0.303142,0.3,bert-base-uncased,256
129,365,359,161,1,2,1,375,451,161,359,interpersonal,66,98,19.110027,0.289546,0.3,bert-base-uncased,256
130,369,232,243,0,1,1,369,370,232,243,interpersonal,254,254,64.421265,0.253627,0.3,bert-base-uncased,256
130,369,232,243,0,2,2,369,447,232,232,intrapersonal,254,183,69.618332,0.274088,0.3,bert-base-uncased,256
130,369,232,243,1,2,1,370,447,243,232,interpersonal,254,183,63.128574,0.248538,0.3,bert-base-uncased,256
131,475,389,10,0,1,1,480,481,389,10,interpersonal,254,87,75.860191,0.298662,0.3,bert-base-uncased,256
131,475,389,10,0,2,2,480,535,389,389,intrapersonal,254,89,73.385483,0.288919,0.3,bert-base-uncased,256
131,475,389,10,0,3,3,480,549,389,10,interpersonal,254,106,73.434715,0.289113,0.3,bert-base-uncased,256
131,475,389,10,0,4,4,480,556,389,389,intrapersonal,254,87,73.867325,0.290816,0.3,bert-base-uncased,256
131,475,389,10,0,5,5,480,620,389,10,interpersonal,254,104,73.679810,0.290078,0.3,bert-base-uncased,256
131,475,389,10,1,2,1,481,535,10,389,interpersonal,87,89,23.436346,0.269383,0.3,bert-base-uncased,256
131,475,389,10,1,3,2,481,549,10,10,intrapersonal,87,106,23.701492,0.272431,0.3,bert-base-uncased,256
131,475,389,10,1,4,3,481,556,10,389,interpersonal,87,87,23.749905,0.272987,0.3,bert-base-uncased,256
131,475,389,10,1,5,4,481,620,10,10,intrapersonal,87,104,24.555408,0.282246,0.3,bert-base-uncased,256
131,475,389,10,2,3,1,535,549,389,10,interpersonal,89,106,23.621759,0.265413,0.3,bert-base-uncased,256
131,475,389,10,2,4,2,535,556,389,389,intrapersonal,89,87,21.655268,0.243318,0.3,bert-base-uncased,256
131,475,389,10,2,5,3,535,620,389,10,interpersonal,89,104,26.497328,0.297723,0.3,bert-base-uncased,256
131,475,389,10,3,4,1,549,556,10,389,interpersonal,106,87,25.935472,0.244674,0.3,bert-base-uncased,256
131,475,389,10,3,5,2,549,620,10,10,intrapersonal,106,104,26.871567,0.253505,0.3,bert-base-uncased,256
131,475,389,10,4,5,1,556,620,389,10,interpersonal,87,104,23.288607,0.267685,0.3,bert-base-uncased,256
132,475,389,10,0,1,1,480,481,389,10,interpersonal,254,87,75.860191,0.298662,0.3,bert-base-uncased,256
132,475,389,10,0,2,2,480,535,389,389,intrapersonal,254,89,73.385483,0.288919,0.3,bert-base-uncased,256
